Gene	GeneSymbol	Chr	start	end	band	cytoband	isCentromer	Position	new_positions
LINC01783	LINC01783	1	16533886	16535649	p36.13	1p	no	16534767.5	349
RNU1-6P	RNU1-6P	1	16534081	16534224	p36.13	1p	no	16534152.5	350
PDE4DIPP8	PDE4DIPP8	1	16548651	16552531	p36.13	1p	no	16550591	351
NBPF1	NBPF1	1	16562319	16613562	p36.13	1p	no	16587940.5	352
CROCCP2	CROCCP2	1	16618253	16657232	p36.13	1p	no	16637742.5	353
MST1P2	MST1P2	1	16645622	16650289	p36.13	1p	no	16647955.5	354
EIF1AXP1	EIF1AXP1	1	16685621	16686055	p36.13	1p	no	16685838	355
ESPNP	ESPNP	1	16687339	16720157	p36.13	1p	no	16703748	356
CROCC	CROCC	1	16740273	16972964	p36.13	1p	no	16856618.5	357
CROCCP4	CROCCP4	1	16740280	16750968	p36.13	1p	no	16745624	358
MST1L	MST1L	1	16754910	16770237	p36.13	1p	no	16762573.5	359
PDE4DIPP9	PDE4DIPP9	1	16855407	16859284	p36.13	1p	no	16857345.5	360
MIR3675	MIR3675	1	16858949	16859021	p36.13	1p	no	16858985	361
RNU1-5P	RNU1-5P	1	16873708	16873851	p36.13	1p	no	16873779.5	362
MFAP2	MFAP2	1	16974502	16980632	p36.13	1p	no	16977567	363
ATP13A2	ATP13A2	1	16985958	17011928	p36.13	1p	no	16998943	364
SDHB	SDHB	1	17018722	17054032	p36.13	1p	no	17036377	365
PADI2	PADI2	1	17066761	17119451	p36.13	1p	no	17093106	366
ARHGEF10L	ARHGEF10L	1	17539698	17697874	p36.13	1p	no	17618786	367
LINC02810	LINC02810	1	17717625	17749978	p36.13	1p	no	17733801.5	368
ACTL8	ACTL8	1	17755333	17827063	p36.13	1p	no	17791198	369
LINC01654	LINC01654	1	18065657	18074412	p36.13	1p	no	18070034.5	370
IGSF21	IGSF21	1	18107798	18378483	p36.13	1p	no	18243140.5	371
IGSF21-AS1	IGSF21-AS1	1	18166929	18179346	p36.13	1p	no	18173137.5	372
KLHDC7A	KLHDC7A	1	18480930	18485974	p36.13	1p	no	18483452	373
DYNLL1P3	DYNLL1P3	1	18513118	18513383	p36.13	1p	no	18513250.5	374
PAX7	PAX7	1	18630846	18748866	p36.13	1p	no	18689856	375
TAS1R2	TAS1R2	1	18839599	18859682	p36.13	1p	no	18849640.5	376
ALDH4A1	ALDH4A1	1	18871430	18902724	p36.13	1p	no	18887077	377
MIR4695	MIR4695	1	18883202	18883275	p36.13	1p	no	18883238.5	378
MIR1290	MIR1290	1	18897071	18897148	p36.13	1p	no	18897109.5	379
IFFO2	IFFO2	1	18904280	18956676	p36.13	1p	no	18930478	380
UBR4	UBR4	1	19074510	19210266	p36.13	1p	no	19142388	381
EMC1-AS1	EMC1-AS1	1	19210355	19240704	p36.13	1p	no	19225529.5	382
EMC1	EMC1	1	19215660	19251552	p36.13	1p	no	19233606	383
MRTO4	MRTO4	1	19251805	19260128	p36.13	1p	no	19255966.5	384
AKR7L	AKR7L	1	19265982	19274194	p36.13	1p	no	19270088	385
AKR7A3	AKR7A3	1	19282573	19288770	p36.13	1p	no	19285671.5	386
AKR7A2	AKR7A2	1	19303965	19312144	p36.13	1p	no	19308054.5	387
RNU6-1099P	RNU6-1099P	1	19305076	19305182	p36.13	1p	no	19305129	388
SLC66A1	SLC66A1	1	19312326	19329300	p36.13	1p	no	19320813	389
CAPZB	CAPZB	1	19338775	19485539	p36.13	1p	no	19412157	390
RN7SL277P	RN7SL277P	1	19424384	19424671	p36.13	1p	no	19424527.5	391
MICOS10	MICOS10	1	19484403	19629821	p36.13	1p	no	19557112	392
RNU4-28P	RNU4-28P	1	19510593	19510733	p36.13	1p	no	19510663	393
NBL1	NBL1	1	19596979	19658456	p36.13	1p	no	19627717.5	394
MICOS10-NBL1	MICOS10-NBL1	1	19597067	19656927	p36.13	1p	no	19626997	395
HTR6	HTR6	1	19664875	19680966	p36.13	1p	no	19672920.5	396
TMCO4	TMCO4	1	19682240	19799945	p36.13	1p	no	19741092.5	397
RNF186	RNF186	1	19814029	19815283	p36.13	1p	no	19814656	398
OTUD3	OTUD3	1	19882395	19912945	p36.13	1p	no	19897670	399
PLA2G2E	PLA2G2E	1	19920009	19923617	p36.13	1p	no	19921813	400
RN7SL304P	RN7SL304P	1	19970969	19971269	p36.13	1p	no	19971119	401
PLA2G2A	PLA2G2A	1	19975431	19980416	p36.13	1p	no	19977923.5	402
PLA2G5	PLA2G5	1	20028179	20091911	p36.13	1p	no	20060045	403
PLA2G2D	PLA2G2D	1	20111939	20119566	p36.12	1p	no	20115752.5	404
PLA2G2F	PLA2G2F	1	20139323	20150381	p36.12	1p	no	20144852	405
PLA2G2C	PLA2G2C	1	20161253	20186518	p36.12	1p	no	20173885.5	406
UBXN10	UBXN10	1	20186096	20196050	p36.12	1p	no	20191073	407
LINC01757	LINC01757	1	20243095	20244664	p36.12	1p	no	20243879.5	408
VWA5B1	VWA5B1	1	20290875	20359518	p36.12	1p	no	20325196.5	409
LINC01141	LINC01141	1	20360579	20431234	p36.12	1p	no	20395906.5	410
CAMK2N1	CAMK2N1	1	20482391	20486210	p36.12	1p	no	20484300.5	411
MUL1	MUL1	1	20499448	20508151	p36.12	1p	no	20503799.5	412
RPS4XP4	RPS4XP4	1	20525989	20526751	p36.12	1p	no	20526370	413
FAM43B	FAM43B	1	20552573	20555020	p36.12	1p	no	20553796.5	414
CDA	CDA	1	20589086	20618903	p36.12	1p	no	20603994.5	415
PINK1	PINK1	1	20633458	20651511	p36.12	1p	no	20642484.5	416
MIR6084	MIR6084	1	20633679	20633788	p36.12	1p	no	20633733.5	417
PINK1-AS	PINK1-AS	1	20642657	20652193	p36.12	1p	no	20647425	418
DDOST	DDOST	1	20651767	20661544	p36.12	1p	no	20656655.5	419
KIF17	KIF17	1	20664014	20718017	p36.12	1p	no	20691015.5	420
SH2D5	SH2D5	1	20719731	20732837	p36.12	1p	no	20726284	421
HP1BP3	HP1BP3	1	20740266	20787323	p36.12	1p	no	20763794.5	422
EIF4G3	EIF4G3	1	20806292	21177285	p36.12	1p	no	20991788.5	423
RNU7-200P	RNU7-200P	1	20841241	20841302	p36.12	1p	no	20841271.5	424
MIR1256	MIR1256	1	20988314	20988432	p36.12	1p	no	20988373	425
RPS15AP6	RPS15AP6	1	21003550	21003934	p36.12	1p	no	21003742	426
HSPE1P27	HSPE1P27	1	21161475	21162081	p36.12	1p	no	21161778	427
ECE1	ECE1	1	21217247	21345572	p36.12	1p	no	21281409.5	428
ECE1-AS1	ECE1-AS1	1	21293290	21299874	p36.12	1p	no	21296582	429
PPP1R11P1	PPP1R11P1	1	21397987	21398362	p36.12	1p	no	21398174.5	430
PDE4DIPP10	PDE4DIPP10	1	21411460	21413293	p36.12	1p	no	21412376.5	431
NBPF2P	NBPF2P	1	21424625	21427967	p36.12	1p	no	21426296	432
HS6ST1P1	HS6ST1P1	1	21428303	21429536	p36.12	1p	no	21428919.5	433
CROCCP5	CROCCP5	1	21434318	21437558	p36.12	1p	no	21435938	434
NBPF3	NBPF3	1	21440128	21485005	p36.12	1p	no	21462566.5	435
PFN1P10	PFN1P10	1	21459756	21460082	p36.12	1p	no	21459919	436
ALPL	ALPL	1	21509397	21578410	p36.12	1p	no	21543903.5	437
LINC02596	LINC02596	1	21586472	21591187	p36.12	1p	no	21588829.5	438
RAP1GAP	RAP1GAP	1	21596221	21669357	p36.12	1p	no	21632789	439
USP48	USP48	1	21678298	21783606	p36.12	1p	no	21730952	440
LDLRAD2	LDLRAD2	1	21812265	21825225	p36.12	1p	no	21818745	441
HSPG2	HSPG2	1	21822244	21937310	p36.12	1p	no	21879777	442
CELA3B	CELA3B	1	21977022	21998642	p36.12	1p	no	21987832	443
RN7SL386P	RN7SL386P	1	21987481	21987777	p36.12	1p	no	21987629	444
RNU6-1022P	RNU6-1022P	1	21987816	21987919	p36.12	1p	no	21987867.5	445
CELA3A	CELA3A	1	22001657	22012542	p36.12	1p	no	22007099.5	446
RN7SL186P	RN7SL186P	1	22010650	22010946	p36.12	1p	no	22010798	447
RNU6-776P	RNU6-776P	1	22010985	22011088	p36.12	1p	no	22011036.5	448
LINC01635	LINC01635	1	22023990	22026048	p36.12	1p	no	22025019	449
LINC00339	LINC00339	1	22024558	22031223	p36.12	1p	no	22027890.5	450
CDC42	CDC42	1	22025511	22101360	p36.12	1p	no	22063435.5	451
CDC42-AS1	CDC42-AS1	1	22028317	22052927	p36.12	1p	no	22040622	452
CDC42-IT1	CDC42-IT1	1	22059197	22064199	p36.12	1p	no	22061698	453
MPHOSPH6P1	MPHOSPH6P1	1	22068340	22068827	p36.12	1p	no	22068583.5	454
WNT4	WNT4	1	22117313	22143969	p36.12	1p	no	22130641	455
MIR4418	MIR4418	1	22266239	22266300	p36.12	1p	no	22266269.5	456
PPIAP34	PPIAP34	1	22322840	22323331	p36.12	1p	no	22323085.5	457
ZBTB40	ZBTB40	1	22428838	22531157	p36.12	1p	no	22479997.5	458
ZBTB40-IT1	ZBTB40-IT1	1	22517474	22519708	p36.12	1p	no	22518591	459
EPHA8	EPHA8	1	22563489	22603595	p36.12	1p	no	22583542	460
MIR6127	MIR6127	1	22633258	22633366	p36.12	1p	no	22633312	461
C1QA	C1QA	1	22636628	22639678	p36.12	1p	no	22638153	462
C1QC	C1QC	1	22643633	22648110	p36.12	1p	no	22645871.5	463
C1QB	C1QB	1	22652762	22661637	p36.12	1p	no	22657199.5	464
EPHB2	EPHB2	1	22710839	22921500	p36.12	1p	no	22816169.5	465
MIR4684	MIR4684	1	22719517	22719598	p36.12	1p	no	22719557.5	466
MIR4253	MIR4253	1	22863159	22863226	p36.12	1p	no	22863192.5	467
LACTBL1	LACTBL1	1	22953043	22965338	p36.12	1p	no	22959190.5	468
TEX46	TEX46	1	23010834	23019100	p36.12	1p	no	23014967	469
KDM1A	KDM1A	1	23019443	23083689	p36.12	1p	no	23051566	470
MIR3115	MIR3115	1	23044305	23044372	p36.12	1p	no	23044338.5	471
LUZP1	LUZP1	1	23084030	23177808	p36.12	1p	no	23130919	472
RNU6-514P	RNU6-514P	1	23162704	23162810	p36.12	1p	no	23162757	473
RNU6-135P	RNU6-135P	1	23163953	23164053	p36.12	1p	no	23164003	474
HTR1D	HTR1D	1	23191895	23217502	p36.12	1p	no	23204698.5	475
MDS2	MDS2	1	23581495	23640568	p36.12	1p	no	23611031.5	476
RPL11	RPL11	1	23691742	23696835	p36.11	1p	no	23694288.5	477
ELOA-AS1	ELOA-AS1	1	23706901	23778325	p36.11	1p	no	23742613	478
ELOA	ELOA	1	23743448	23762059	p36.11	1p	no	23752753.5	479
PITHD1	PITHD1	1	23778418	23788232	p36.11	1p	no	23783325	480
LYPLA2	LYPLA2	1	23791145	23795539	p36.11	1p	no	23793342	481
GALE	GALE	1	23795599	23800781	p36.11	1p	no	23798190	482
HMGCL	HMGCL	1	23801885	23838620	p36.11	1p	no	23820252.5	483
FUCA1	FUCA1	1	23845077	23868290	p36.11	1p	no	23856683.5	484
CNR2	CNR2	1	23870515	23913362	p36.11	1p	no	23891938.5	485
BTBD6P1	BTBD6P1	1	23901471	23902737	p36.11	1p	no	23902104	486
MIR378F	MIR378F	1	23929070	23929147	p36.11	1p	no	23929108.5	487
H3P1	H3P1	1	23949016	23949383	p36.11	1p	no	23949199.5	488
PNRC2	PNRC2	1	23956839	23963462	p36.11	1p	no	23960150.5	489
SRSF10	SRSF10	1	23964347	23980927	p36.11	1p	no	23972637	490
MYOM3	MYOM3	1	24056035	24112135	p36.11	1p	no	24084085	491
MYOM3-AS1	MYOM3-AS1	1	24066774	24083565	p36.11	1p	no	24075169.5	492
IL22RA1	IL22RA1	1	24119771	24143140	p36.11	1p	no	24131455.5	493
IFNLR1	IFNLR1	1	24154168	24187959	p36.11	1p	no	24171063.5	494
GRHL3	GRHL3	1	24199558	24364482	p36.11	1p	no	24282020	495
LINC02800	LINC02800	1	24200240	24211693	p36.11	1p	no	24205966.5	496
GRHL3-AS1	GRHL3-AS1	1	24307556	24321901	p36.11	1p	no	24314728.5	497
STPG1	STPG1	1	24356999	24416934	p36.11	1p	no	24386966.5	498
NIPAL3	NIPAL3	1	24415802	24472976	p36.11	1p	no	24444389	499
RCAN3AS	RCAN3AS	1	24496254	24535400	p36.11	1p	no	24515827	500
RCAN3	RCAN3	1	24502351	24541040	p36.11	1p	no	24521695.5	501
NCMAP-DT	NCMAP-DT	1	24538802	24556024	p36.11	1p	no	24547413	502
NCMAP	NCMAP	1	24556087	24609328	p36.11	1p	no	24582707.5	503
SRRM1	SRRM1	1	24631716	24673281	p36.11	1p	no	24652498.5	504
CLIC4	CLIC4	1	24745382	24844321	p36.11	1p	no	24794851.5	505
RNU6-1208P	RNU6-1208P	1	24777873	24777979	p36.11	1p	no	24777926	506
RUNX3	RUNX3	1	24899511	24965121	p36.11	1p	no	24932316	507
MIR6731	MIR6731	1	24919345	24919416	p36.11	1p	no	24919380.5	508
RUNX3-AS1	RUNX3-AS1	1	24961345	24963097	p36.11	1p	no	24962221	509
MIR4425	MIR4425	1	25023503	25023586	p36.11	1p	no	25023544.5	510
LINC02793	LINC02793	1	25041136	25047404	p36.11	1p	no	25044270	511
IFITM3P7	IFITM3P7	1	25125053	25125454	p36.11	1p	no	25125253.5	512
SYF2	SYF2	1	25222276	25232502	p36.11	1p	no	25227389	513
RSRP1	RSRP1	1	25242249	25338213	p36.11	1p	no	25290231	514
RHD	RHD	1	25272393	25330445	p36.11	1p	no	25301419	515
SDHDP6	SDHDP6	1	25294164	25294643	p36.11	1p	no	25294403.5	516
TMEM50A	TMEM50A	1	25338317	25362361	p36.11	1p	no	25350339	517
RHCE	RHCE	1	25362249	25430192	p36.11	1p	no	25396220.5	518
MACO1	MACO1	1	25430858	25500209	p36.11	1p	no	25465533.5	519
LDLRAP1	LDLRAP1	1	25543606	25568886	p36.11	1p	no	25556246	520
MAN1C1	MAN1C1	1	25616791	25786206	p36.11	1p	no	25701498.5	521
SELENON	SELENON	1	25800193	25818221	p36.11	1p	no	25809207	522
MTFR1L	MTFR1L	1	25818640	25832942	p36.11	1p	no	25825791	523
AUNIP	AUNIP	1	25831913	25859458	p36.11	1p	no	25845685.5	524
PAQR7	PAQR7	1	25861484	25875708	p36.11	1p	no	25868596	525
STMN1	STMN1	1	25884181	25906991	p36.11	1p	no	25895586	526
SNRPFP2	SNRPFP2	1	25887360	25887610	p36.11	1p	no	25887485	527
MIR3917	MIR3917	1	25906362	25906454	p36.11	1p	no	25906408	528
PAFAH2	PAFAH2	1	25959767	25998117	p36.11	1p	no	25978942	529
RNU6-110P	RNU6-110P	1	25964197	25964300	p36.11	1p	no	25964248.5	530
EXTL1	EXTL1	1	26019884	26036464	p36.11	1p	no	26028174	531
SLC30A2	SLC30A2	1	26037252	26046118	p36.11	1p	no	26041685	532
TRIM63	TRIM63	1	26051301	26068436	p36.11	1p	no	26059868.5	533
PDIK1L	PDIK1L	1	26111165	26125555	p36.11	1p	no	26118360	534
FAM110D	FAM110D	1	26159079	26163962	p36.11	1p	no	26161520.5	535
C1orf232	C1orf232	1	26164101	26168963	p36.11	1p	no	26166532	536
ZNF593OS	ZNF593OS	1	26169516	26171831	p36.11	1p	no	26170673.5	537
ZNF593	ZNF593	1	26169908	26170873	p36.11	1p	no	26170390.5	538
CNKSR1	CNKSR1	1	26177484	26189884	p36.11	1p	no	26183684	539
CATSPER4	CATSPER4	1	26190561	26202968	p36.11	1p	no	26196764.5	540
ZPLD2P	ZPLD2P	1	26209741	26229844	p36.11	1p	no	26219792.5	541
CEP85	CEP85	1	26234200	26278808	p36.11	1p	no	26256504	542
SH3BGRL3	SH3BGRL3	1	26280086	26281522	p36.11	1p	no	26280804	543
UBXN11	UBXN11	1	26281328	26318363	p36.11	1p	no	26299845.5	544
CD52	CD52	1	26317958	26320523	p36.11	1p	no	26319240.5	545
CRYBG2	CRYBG2	1	26321698	26360080	p36.11	1p	no	26340889	546
ZNF683	ZNF683	1	26361634	26374522	p36.11	1p	no	26368078	547
LIN28A	LIN28A	1	26410817	26429728	p36.11	1p	no	26420272.5	548
DHDDS	DHDDS	1	26432282	26471306	p36.11	1p	no	26451794	549
DHDDS-AS1	DHDDS-AS1	1	26462756	26468014	p36.11	1p	no	26465385	550
HMGN2	HMGN2	1	26472440	26476642	p36.11	1p	no	26474541	551
ARID1A	ARID1A	1	26693236	26782104	p36.11	1p	no	26737670	552
PIGV	PIGV	1	26787054	26800659	p36.11	1p	no	26793856.5	553
RN7SL165P	RN7SL165P	1	26814822	26815112	p36.11	1p	no	26814967	554
ZDHHC18	ZDHHC18	1	26826688	26857604	p36.11	1p	no	26842146	555
SFN	SFN	1	26863149	26864456	p36.11	1p	no	26863802.5	556
GPN2	GPN2	1	26876132	26890283	p36.11	1p	no	26883207.5	557
GPATCH3	GPATCH3	1	26890488	26900467	p36.11	1p	no	26895477.5	558
NUDC	NUDC	1	26900238	26946871	p36.11	1p	no	26923554.5	559
NR0B2	NR0B2	1	26911489	26913975	p36.11	1p	no	26912732	560
KDF1	KDF1	1	26949562	26960468	p36.11	1p	no	26955015	561
RPL12P13	RPL12P13	1	26980165	26980975	p36.11	1p	no	26980570	562
RPL32P6	RPL32P6	1	26983628	26984024	p36.11	1p	no	26983826	563
OSTCP2	OSTCP2	1	26985897	26986340	p36.11	1p	no	26986118.5	564
TRNP1	TRNP1	1	26993692	27000886	p36.11	1p	no	26997289	565
TENT5B	TENT5B	1	27005020	27012850	p36.11	1p	no	27008935	566
SLC9A1	SLC9A1	1	27098809	27166981	p36.11	1p	no	27132895	567
CHCHD3P3	CHCHD3P3	1	27200834	27201473	p36.11	1p	no	27201153.5	568
NPM1P39	NPM1P39	1	27206930	27207796	p36.11	1p	no	27207363	569
SNRPEP7	SNRPEP7	1	27211265	27211484	p36.11	1p	no	27211374.5	570
WDTC1	WDTC1	1	27234632	27308636	p36.11	1p	no	27271634	571
TMEM222	TMEM222	1	27322145	27336400	p36.11	1p	no	27329272.5	572
RNU6-48P	RNU6-48P	1	27325219	27325325	p36.11	1p	no	27325272	573
ACTG1P20	ACTG1P20	1	27325329	27325796	p36.11	1p	no	27325562.5	574
SYTL1	SYTL1	1	27342020	27353937	p36.11	1p	no	27347978.5	575
MAP3K6	MAP3K6	1	27354067	27366961	p36.11	1p	no	27360514	576
FCN3	FCN3	1	27369110	27374824	p36.11	1p	no	27371967	577
CD164L2	CD164L2	1	27379176	27383333	p36.11	1p	no	27381254.5	578
GPR3	GPR3	1	27392622	27395814	p36.11	1p	no	27394218	579
WASF2	WASF2	1	27404230	27490167	p36.11	1p	no	27447198.5	580
AHDC1	AHDC1	1	27534035	27604431	p35.3	1p	no	27569233	581
FGR	FGR	1	27612064	27635185	p35.3	1p	no	27623624.5	582
LINC02574	LINC02574	1	27660328	27666279	p35.3	1p	no	27663303.5	583
IFI6	IFI6	1	27666064	27672212	p35.3	1p	no	27669138	584
RNU6-949P	RNU6-949P	1	27675603	27675709	p35.3	1p	no	27675656	585
CHMP1AP1	CHMP1AP1	1	27686810	27687471	p35.3	1p	no	27687140.5	586
RNU6-424P	RNU6-424P	1	27693731	27693835	p35.3	1p	no	27693783	587
FAM76A	FAM76A	1	27725961	27763116	p35.3	1p	no	27744538.5	588
RPEP3	RPEP3	1	27739954	27740629	p35.3	1p	no	27740291.5	589
STX12	STX12	1	27773219	27824443	p35.3	1p	no	27798831	590
RNU6-1245P	RNU6-1245P	1	27824538	27824643	p35.3	1p	no	27824590.5	591
PPP1R8	PPP1R8	1	27830782	27851676	p35.3	1p	no	27841229	592
SCARNA1	SCARNA1	1	27834401	27834566	p35.3	1p	no	27834483.5	593
THEMIS2	THEMIS2	1	27872543	27886685	p35.3	1p	no	27879614	594
RPA2	RPA2	1	27891524	27914746	p35.3	1p	no	27903135	595
SMPDL3B	SMPDL3B	1	27935000	27959157	p35.3	1p	no	27947078.5	596
XKR8	XKR8	1	27959588	27968093	p35.3	1p	no	27963840.5	597
EYA3	EYA3	1	27970344	28088637	p35.3	1p	no	28029490.5	598
RN7SL559P	RN7SL559P	1	28031884	28032180	p35.3	1p	no	28032032	599
SPCS2P4	SPCS2P4	1	28095742	28096422	p35.3	1p	no	28096082	600
RNU6-176P	RNU6-176P	1	28142737	28142841	p35.3	1p	no	28142789	601
PTAFR	PTAFR	1	28147166	28193936	p35.3	1p	no	28170551	602
PHACTR4	PHACTR4	1	28369582	28500364	p35.3	1p	no	28434973	603
RNU6ATAC27P	RNU6ATAC27P	1	28481362	28481480	p35.3	1p	no	28481421	604
RCC1	RCC1	1	28505943	28539300	p35.3	1p	no	28522621.5	605
SNHG3	SNHG3	1	28505980	28510892	p35.3	1p	no	28508436	606
SNORA73A	SNORA73A	1	28507366	28507571	p35.3	1p	no	28507468.5	607
SNORA73B	SNORA73B	1	28508559	28508762	p35.3	1p	no	28508660.5	608
PRDX3P2	PRDX3P2	1	28526318	28527227	p35.3	1p	no	28526772.5	609
TRNAU1AP	TRNAU1AP	1	28553085	28578545	p35.3	1p	no	28565815	610
SNHG12	SNHG12	1	28578538	28583132	p35.3	1p	no	28580835	611
SNORD99	SNORD99	1	28578749	28578822	p35.3	1p	no	28578785.5	612
SNORA61	SNORA61	1	28579764	28579893	p35.3	1p	no	28579828.5	613
SNORA44	SNORA44	1	28580381	28580512	p35.3	1p	no	28580446.5	614
SNORA16A	SNORA16A	1	28580920	28581054	p35.3	1p	no	28580987	615
TAF12	TAF12	1	28587829	28648291	p35.3	1p	no	28618060	616
RAB42	RAB42	1	28592200	28595449	p35.3	1p	no	28593824.5	617
LINC01715	LINC01715	1	28643228	28648581	p35.3	1p	no	28645904.5	618
RNU11	RNU11	1	28648600	28648733	p35.3	1p	no	28648666.5	619
GMEB1	GMEB1	1	28668778	28719353	p35.3	1p	no	28694065.5	620
YTHDF2	YTHDF2	1	28736621	28769775	p35.3	1p	no	28753198	621
OPRD1	OPRD1	1	28812170	28871267	p35.3	1p	no	28841718.5	622
EPB41	EPB41	1	28887091	29120046	p35.3	1p	no	29003568.5	623
TMEM200B	TMEM200B	1	29119429	29123903	p35.3	1p	no	29121666	624
SRSF4	SRSF4	1	29147743	29181900	p35.3	1p	no	29164821.5	625
MECR	MECR	1	29192657	29230942	p35.3	1p	no	29211799.5	626
PTPRU	PTPRU	1	29236516	29326813	p35.3	1p	no	29281664.5	627
LINC01756	LINC01756	1	29329620	29350114	p35.3	1p	no	29339867	628
LINC01648	LINC01648	1	30013952	30037612	p35.2	1p	no	30025782	629
MATN1	MATN1	1	30711277	30723585	p35.2	1p	no	30717431	630
MATN1-AS1	MATN1-AS1	1	30718504	30726827	p35.2	1p	no	30722665.5	631
LAPTM5	LAPTM5	1	30732469	30757774	p35.2	1p	no	30745121.5	632
MIR4420	MIR4420	1	30739156	30739232	p35.2	1p	no	30739194	633
LINC01778	LINC01778	1	30824217	30834864	p35.2	1p	no	30829540.5	634
RN7SKP91	RN7SKP91	1	30843823	30844110	p35.2	1p	no	30843966.5	635
SDC3	SDC3	1	30869466	30908758	p35.2	1p	no	30889112	636
RN7SL371P	RN7SL371P	1	30918469	30918735	p35.2	1p	no	30918602	637
PUM1	PUM1	1	30931506	31065991	p35.2	1p	no	30998748.5	638
SELENOWP1	SELENOWP1	1	31094987	31095558	p35.2	1p	no	31095272.5	639
NKAIN1	NKAIN1	1	31179745	31239887	p35.2	1p	no	31209816	640
SNRNP40	SNRNP40	1	31259568	31296788	p35.2	1p	no	31278178	641
ZCCHC17	ZCCHC17	1	31296982	31364953	p35.2	1p	no	31330967.5	642
FABP3	FABP3	1	31365253	31376850	p35.2	1p	no	31371051.5	643
SERINC2	SERINC2	1	31409565	31434680	p35.2	1p	no	31422122.5	644
RNU6-40P	RNU6-40P	1	31497577	31497683	p35.2	1p	no	31497630	645
LDC1P	LDC1P	1	31500085	31509648	p35.2	1p	no	31504866.5	646
LINC01226	LINC01226	1	31506226	31583306	p35.2	1p	no	31544766	647
TINAGL1	TINAGL1	1	31576485	31587686	p35.2	1p	no	31582085.5	648
HCRTR1	HCRTR1	1	31617686	31632518	p35.2	1p	no	31625102	649
PEF1	PEF1	1	31629866	31644896	p35.2	1p	no	31637381	650
PEF1-AS1	PEF1-AS1	1	31644049	31660162	p35.2	1p	no	31652105.5	651
COL16A1	COL16A1	1	31652263	31704319	p35.2	1p	no	31678291	652
ADGRB2	ADGRB2	1	31727117	31764893	p35.2	1p	no	31746005	653
MIR4254	MIR4254	1	31758660	31758735	p35.2	1p	no	31758697.5	654
SPOCD1	SPOCD1	1	31790422	31816022	p35.2	1p	no	31803222	655
PTP4A2	PTP4A2	1	31906421	31944856	p35.2	1p	no	31925638.5	656
KHDRBS1	KHDRBS1	1	32013868	32060850	p35.2	1p	no	32037359	657
TMEM39B	TMEM39B	1	32072031	32102866	p35.2	1p	no	32087448.5	658
MIR5585	MIR5585	1	32086949	32087007	p35.2	1p	no	32086978	659
KPNA6	KPNA6	1	32108056	32176563	p35.2	1p	no	32142309.5	660
TXLNA	TXLNA	1	32179675	32198285	p35.2	1p	no	32188980	661
CCDC28B	CCDC28B	1	32200595	32205453	p35.2	1p	no	32203024	662
IQCC	IQCC	1	32205671	32208682	p35.2	1p	no	32207176.5	663
DCDC2B	DCDC2B	1	32209089	32216192	p35.2	1p	no	32212640.5	664
TMEM234	TMEM234	1	32214472	32222359	p35.2	1p	no	32218415.5	665
EIF3I	EIF3I	1	32221077	32245397	p35.2	1p	no	32233237	666
MTMR9LP	MTMR9LP	1	32231656	32241710	p35.2	1p	no	32236683	667
FAM167B	FAM167B	1	32247222	32248856	p35.2	1p	no	32248039	668
LCK	LCK	1	32251239	32286165	p35.2	1p	no	32268702	669
HDAC1	HDAC1	1	32292083	32333635	p35.2	1p	no	32312859	670
MARCKSL1	MARCKSL1	1	32333839	32336233	p35.1	1p	no	32335036	671
TSSK3	TSSK3	1	32351521	32364312	p35.1	1p	no	32357916.5	672
FAM229A	FAM229A	1	32361270	32364278	p35.1	1p	no	32362774	673
BSDC1	BSDC1	1	32364633	32394731	p35.1	1p	no	32379682	674
GAPDHP20	GAPDHP20	1	32402109	32403115	p35.1	1p	no	32402612	675
LRRC37A12P	LRRC37A12P	1	32423214	32426789	p35.1	1p	no	32425001.5	676
RN7SL122P	RN7SL122P	1	32457835	32458135	p35.1	1p	no	32457985	677
ZBTB8B	ZBTB8B	1	32465072	32496686	p35.1	1p	no	32480879	678
ZBTB8A	ZBTB8A	1	32539427	32605941	p35.1	1p	no	32572684	679
ZBTB8OS	ZBTB8OS	1	32600172	32650903	p35.1	1p	no	32625537.5	680
RBBP4	RBBP4	1	32651142	32686211	p35.1	1p	no	32668676.5	681
SYNC	SYNC	1	32679906	32703596	p35.1	1p	no	32691751	682
KIAA1522	KIAA1522	1	32741830	32774970	p35.1	1p	no	32758400	683
YARS1	YARS1	1	32775237	32817380	p35.1	1p	no	32796308.5	684
S100PBP	S100PBP	1	32816767	32858875	p35.1	1p	no	32837821	685
FNDC5	FNDC5	1	32862268	32872482	p35.1	1p	no	32867375	686
HPCA	HPCA	1	32885994	32898441	p35.1	1p	no	32892217.5	687
TMEM54	TMEM54	1	32894594	32901438	p35.1	1p	no	32898016	688
RNF19B	RNF19B	1	32936445	32964809	p35.1	1p	no	32950627	689
AK2	AK2	1	33007940	33080996	p35.1	1p	no	33044468	690
AZIN2	AZIN2	1	33081104	33123492	p35.1	1p	no	33102298	691
TRIM62	TRIM62	1	33145399	33182059	p35.1	1p	no	33163729	692
ZNF362	ZNF362	1	33256492	33300719	p35.1	1p	no	33278605.5	693
A3GALT2	A3GALT2	1	33306766	33321098	p35.1	1p	no	33313932	694
PHC2	PHC2	1	33323623	33431095	p35.1	1p	no	33377359	695
